Date,Open,High,Low,Close,Adj Close,Volume
2019-04-16,2120.0,2155.949951171875,2115.550048828125,2131.800048828125,1907.9317626953125,5771952
2019-04-18,2149.89990234375,2155.0,2114.199951171875,2150.050048828125,1924.2652587890625,3413728
2019-04-22,2148.0,2176.0,2145.60009765625,2161.449951171875,1934.4676513671875,2007135
2019-04-23,2163.0,2165.5,2134.050048828125,2155.050048828125,1928.739501953125,2163524
2019-04-24,2158.0,2195.0,2156.10009765625,2183.449951171875,1954.1573486328125,3003071
2019-04-25,2175.0,2205.0,2168.050048828125,2195.0,1964.494384765625,4211526
2019-04-26,2203.0,2243.949951171875,2193.14990234375,2238.550048828125,2003.471435546875,2716958
2019-04-30,2238.550048828125,2266.949951171875,2230.10009765625,2260.35009765625,2022.9825439453125,3488395
2019-05-02,2255.0,2259.39990234375,2211.10009765625,2215.39990234375,1982.7518310546875,2457699
2019-05-03,2185.0,2186.050048828125,2125.0,2132.0,1908.1107177734375,3780886
2019-05-06,2110.0,2165.0,2108.5,2157.85009765625,1931.2459716796875,2891422
2019-05-07,2160.050048828125,2184.35009765625,2138.800048828125,2151.949951171875,1925.9654541015625,2201698
2019-05-08,2151.0,2168.0,2130.39990234375,2152.85009765625,1926.7711181640625,1824895
2019-05-09,2145.0,2184.10009765625,2136.10009765625,2172.550048828125,1944.402099609375,2264162
2019-05-10,2175.0,2192.0,2125.85009765625,2135.800048828125,1911.51123046875,2039633
2019-05-13,2133.0,2167.0,2121.64990234375,2128.75,1905.20166015625,1701744
2019-05-14,2135.0,2159.800048828125,2072.35009765625,2092.35009765625,1872.62451171875,2456110
2019-05-15,2097.0,2124.0,2084.5,2095.39990234375,1875.3538818359375,2346876
2019-05-16,2096.0,2124.0,2077.050048828125,2108.75,1887.302001953125,1946529
2019-05-17,2112.60009765625,2135.0,2090.0,2095.449951171875,1875.3984375,1947908
2019-05-20,2125.0,2151.39990234375,2050.0,2143.949951171875,1918.8050537109375,2625116
2019-05-21,2148.050048828125,2148.699951171875,2102.550048828125,2109.75,1888.1971435546875,1863157
2019-05-22,2110.0,2121.949951171875,2075.0,2081.75,1863.137451171875,2595795
2019-05-23,2098.0,2115.35009765625,2050.0,2054.050048828125,1838.346435546875,2541294
2019-05-24,2070.0,2070.0,2032.25,2048.0,1832.9317626953125,2274208
2019-05-27,2054.800048828125,2068.949951171875,2040.0999755859375,2055.14990234375,1839.3309326171875,2329820
2019-05-28,2060.0,2097.5,2045.0,2073.75,1855.9774169921875,5872979
2019-05-29,2080.0,2123.699951171875,2077.10009765625,2107.550048828125,1886.227783203125,3281320
2019-05-30,2123.0,2156.550048828125,2114.39990234375,2146.300048828125,1920.90869140625,4971725
2019-05-31,2160.0,2204.949951171875,2152.25,2196.550048828125,1965.8822021484375,4265370
2019-06-03,2201.0,2247.64990234375,2185.64990234375,2242.300048828125,2006.82763671875,3682419
2019-06-04,2224.0,2224.0,2175.0,2183.10009765625,1969.656005859375,2408658
2019-06-06,2199.0,2199.0,2152.0,2166.10009765625,1954.317626953125,3735467
2019-06-07,2174.0,2189.800048828125,2142.10009765625,2181.75,1968.4375,2659446
2019-06-10,2196.699951171875,2235.85009765625,2185.5,2231.5,2013.3236083984375,2080593
2019-06-11,2237.0,2263.949951171875,2231.0,2252.800048828125,2032.5413818359375,3048937
2019-06-12,2245.0,2266.89990234375,2219.0,2260.89990234375,2039.8487548828125,2404448
2019-06-13,2264.0,2285.0,2243.050048828125,2254.10009765625,2033.7139892578125,3320916
2019-06-14,2257.25,2263.10009765625,2234.0,2254.5,2034.074951171875,2131408
2019-06-17,2256.0,2262.0,2241.449951171875,2249.199951171875,2029.2926025390625,1489497
2019-06-18,2244.0,2260.0,2231.199951171875,2250.85009765625,2030.78173828125,1877447
2019-06-19,2255.0,2276.0,2243.14990234375,2259.89990234375,2038.9468994140625,1652817
2019-06-20,2230.0,2284.0,2212.0,2277.949951171875,2055.232666015625,2199377
2019-06-21,2285.0,2292.5,2242.0,2249.85009765625,2029.87939453125,3871804
2019-06-24,2254.14990234375,2280.0,2250.800048828125,2275.5,2053.022216796875,1382424
2019-06-25,2270.0,2274.449951171875,2250.5,2267.800048828125,2046.07421875,1386077
2019-06-26,2265.0,2266.800048828125,2250.0,2254.199951171875,2033.8046875,1762224
2019-06-27,2255.0,2264.0,2241.300048828125,2252.550048828125,2032.3150634765625,2813464
2019-06-28,2260.0,2261.949951171875,2222.5,2227.199951171875,2009.4442138671875,2372928
2019-07-01,2235.0,2255.0,2206.60009765625,2239.550048828125,2020.586181640625,2769940
2019-07-02,2244.89990234375,2257.0,2216.449951171875,2252.10009765625,2031.9095458984375,1771746
2019-07-03,2252.199951171875,2258.800048828125,2232.0,2237.64990234375,2018.87255859375,1656881
2019-07-04,2234.0,2252.0,2230.10009765625,2242.64990234375,2023.383056640625,984140
2019-07-05,2247.0,2250.0,2140.0,2163.10009765625,1951.6109619140625,4088470
2019-07-08,2149.0,2188.800048828125,2132.10009765625,2175.39990234375,1962.7083740234375,2788062
2019-07-09,2174.0,2174.39990234375,2104.550048828125,2133.35009765625,1924.7698974609375,3977224
2019-07-10,2080.0,2127.85009765625,2071.300048828125,2108.199951171875,1902.0787353515625,6343581
2019-07-11,2128.0,2129.0,2086.050048828125,2102.550048828125,1896.981201171875,2400346
2019-07-12,2102.10009765625,2119.75,2093.10009765625,2107.60009765625,1901.5374755859375,1560725
2019-07-15,2125.0,2153.60009765625,2098.0,2145.699951171875,1935.9124755859375,2900415
2019-07-16,2126.0,2132.5,2100.0,2106.0,1904.5321044921875,2735399
2019-07-17,2108.0,2125.0,2092.10009765625,2117.25,1914.705810546875,1802969
2019-07-18,2116.199951171875,2116.199951171875,2060.0,2065.949951171875,1868.31298828125,3072096
2019-07-19,2077.0,2097.0,2062.5,2076.949951171875,1878.2607421875,1953177
2019-07-22,2077.0,2117.449951171875,2068.800048828125,2109.89990234375,1908.058837890625,1920167
2019-07-23,2127.89990234375,2130.0,2102.39990234375,2112.449951171875,1910.3648681640625,3538588
2019-07-24,2110.0,2120.800048828125,2076.5,2096.800048828125,1896.2122802734375,2413196
2019-07-25,2108.89990234375,2135.0,2092.550048828125,2127.89990234375,1924.3367919921875,2544464
2019-07-26,2129.800048828125,2129.800048828125,2095.0,2109.050048828125,1907.290283203125,1720592
2019-07-29,2110.800048828125,2142.0,2103.300048828125,2130.0,1926.2359619140625,1647090
2019-07-30,2130.0,2185.0,2120.449951171875,2179.14990234375,1970.6842041015625,2851672
2019-07-31,2171.75,2211.699951171875,2147.14990234375,2205.699951171875,1994.6944580078125,3000677
2019-08-01,2200.0,2217.5,2166.25,2180.050048828125,1971.498046875,2375236
2019-08-02,2173.0,2210.0,2165.5,2205.300048828125,1994.332275390625,2500816
2019-08-05,2199.89990234375,2252.25,2195.60009765625,2248.60009765625,2033.490478515625,3039682
2019-08-06,2232.800048828125,2251.949951171875,2211.449951171875,2214.89990234375,2003.0137939453125,2885467
2019-08-07,2230.0,2238.5,2207.25,2213.449951171875,2001.7030029296875,2165362
2019-08-08,2228.89990234375,2281.0,2218.89990234375,2258.10009765625,2042.081298828125,2073298
2019-08-09,2260.0,2267.89990234375,2241.35009765625,2246.25,2031.3646240234375,1744550
2019-08-13,2245.0,2246.25,2194.300048828125,2199.449951171875,1989.0421142578125,1647281
2019-08-14,2181.10009765625,2217.85009765625,2167.39990234375,2204.39990234375,1993.518310546875,1945002
2019-08-16,2241.39990234375,2241.39990234375,2143.25,2165.10009765625,1957.97802734375,3755507
2019-08-19,2180.0,2186.0,2157.699951171875,2163.0,1956.0792236328125,974884
2019-08-20,2172.0,2205.0,2166.5,2186.75,1977.55712890625,1843611
2019-08-21,2184.949951171875,2202.0,2182.25,2186.199951171875,1977.0595703125,1214408
